data_as_of,death_year,death_month,jurisdiction_occurrence,drug_involved,time_period,month_ending_date,drug_overdose_deaths,footnote
01/04/2026,2024,5,Region 4,Fentanyl,12 month-ending,05/31/2024,15036,
01/04/2026,2024,6,Region 4,Fentanyl,12 month-ending,06/30/2024,14509,
01/04/2026,2024,7,Region 4,Fentanyl,12 month-ending,07/31/2024,13919,
01/04/2026,2024,8,Region 4,Fentanyl,12 month-ending,08/31/2024,13203,
01/04/2026,2024,9,Region 4,Fentanyl,12 month-ending,09/30/2024,12521,
01/04/2026,2024,10,Region 4,Fentanyl,12 month-ending,10/31/2024,11868,
01/04/2026,2024,11,Region 4,Fentanyl,12 month-ending,11/30/2024,11243,
01/04/2026,2024,12,Region 4,Fentanyl,12 month-ending,12/31/2024,10628,
01/04/2026,2025,1,Region 4,Fentanyl,12 month-ending,01/31/2025,10090,
01/04/2026,2025,2,Region 4,Fentanyl,12 month-ending,02/28/2025,9531,
01/04/2026,2025,3,Region 4,Fentanyl,12 month-ending,03/31/2025,9189,
01/04/2026,2025,4,Region 4,Fentanyl,12 month-ending,04/30/2025,8809,
01/04/2026,2025,5,Region 4,Fentanyl,12 month-ending,05/31/2025,8454,
01/04/2026,2025,6,Region 4,Fentanyl,12 month-ending,06/30/2025,8109,
01/04/2026,2019,1,Region 5,Fentanyl,12 month-ending,01/31/2019,7207,
01/04/2026,2019,2,Region 5,Fentanyl,12 month-ending,02/28/2019,7187,
01/04/2026,2019,3,Region 5,Fentanyl,12 month-ending,03/31/2019,7240,
01/04/2026,2019,4,Region 5,Fentanyl,12 month-ending,04/30/2019,7297,
01/04/2026,2019,5,Region 5,Fentanyl,12 month-ending,05/31/2019,7450,
01/04/2026,2019,6,Region 5,Fentanyl,12 month-ending,06/30/2019,7479,
01/04/2026,2019,7,Region 5,Fentanyl,12 month-ending,07/31/2019,7506,
01/04/2026,2019,8,Region 5,Fentanyl,12 month-ending,08/31/2019,7554,
01/04/2026,2019,9,Region 5,Fentanyl,12 month-ending,09/30/2019,7640,
01/04/2026,2019,10,Region 5,Fentanyl,12 month-ending,10/31/2019,7747,
01/04/2026,2019,11,Region 5,Fentanyl,12 month-ending,11/30/2019,7974,
01/04/2026,2019,12,Region 5,Fentanyl,12 month-ending,12/31/2019,8069,
01/04/2026,2020,1,Region 5,Fentanyl,12 month-ending,01/31/2020,8230,
01/04/2026,2020,2,Region 5,Fentanyl,12 month-ending,02/29/2020,8483,
01/04/2026,2020,3,Region 5,Fentanyl,12 month-ending,03/31/2020,8593,
01/04/2026,2020,4,Region 5,Fentanyl,12 month-ending,04/30/2020,8972,
01/04/2026,2020,5,Region 5,Fentanyl,12 month-ending,05/31/2020,9654,
01/04/2026,2020,6,Region 5,Fentanyl,12 month-ending,06/30/2020,10173,
01/04/2026,2020,7,Region 5,Fentanyl,12 month-ending,07/31/2020,10475,
01/04/2026,2020,8,Region 5,Fentanyl,12 month-ending,08/31/2020,10741,
01/04/2026,2020,9,Region 5,Fentanyl,12 month-ending,09/30/2020,11021,
01/04/2026,2020,10,Region 5,Fentanyl,12 month-ending,10/31/2020,11239,
01/04/2026,2020,11,Region 5,Fentanyl,12 month-ending,11/30/2020,11372,
01/04/2026,2020,12,Region 5,Fentanyl,12 month-ending,12/31/2020,11624,
01/04/2026,2021,1,Region 5,Fentanyl,12 month-ending,01/31/2021,11907,
01/04/2026,2021,2,Region 5,Fentanyl,12 month-ending,02/28/2021,11995,
01/04/2026,2021,3,Region 5,Fentanyl,12 month-ending,03/31/2021,12398,
01/04/2026,2021,4,Region 5,Fentanyl,12 month-ending,04/30/2021,12652,
01/04/2026,2021,5,Region 5,Fentanyl,12 month-ending,05/31/2021,12406,
01/04/2026,2021,6,Region 5,Fentanyl,12 month-ending,06/30/2021,12306,
01/04/2026,2021,7,Region 5,Fentanyl,12 month-ending,07/31/2021,12476,
01/04/2026,2021,8,Region 5,Fentanyl,12 month-ending,08/31/2021,12686,
01/04/2026,2021,9,Region 5,Fentanyl,12 month-ending,09/30/2021,12818,
01/04/2026,2021,10,Region 5,Fentanyl,12 month-ending,10/31/2021,12971,
01/04/2026,2021,11,Region 5,Fentanyl,12 month-ending,11/30/2021,13156,
01/04/2026,2021,12,Region 5,Fentanyl,12 month-ending,12/31/2021,13277,
01/04/2026,2022,1,Region 5,Fentanyl,12 month-ending,01/31/2022,13459,
01/04/2026,2022,2,Region 5,Fentanyl,12 month-ending,02/28/2022,13639,
01/04/2026,2022,3,Region 5,Fentanyl,12 month-ending,03/31/2022,13571,
01/04/2026,2022,4,Region 5,Fentanyl,12 month-ending,04/30/2022,13340,
01/04/2026,2022,5,Region 5,Fentanyl,12 month-ending,05/31/2022,13248,
01/04/2026,2022,6,Region 5,Fentanyl,12 month-ending,06/30/2022,13261,
01/04/2026,2022,7,Region 5,Fentanyl,12 month-ending,07/31/2022,13213,
01/04/2026,2022,8,Region 5,Fentanyl,12 month-ending,08/31/2022,13217,
01/04/2026,2022,9,Region 5,Fentanyl,12 month-ending,09/30/2022,13137,
01/04/2026,2022,10,Region 5,Fentanyl,12 month-ending,10/31/2022,13231,
01/04/2026,2022,11,Region 5,Fentanyl,12 month-ending,11/30/2022,13244,
01/04/2026,2022,12,Region 5,Fentanyl,12 month-ending,12/31/2022,13297,
01/04/2026,2023,1,Region 5,Fentanyl,12 month-ending,01/31/2023,13231,
01/04/2026,2023,2,Region 5,Fentanyl,12 month-ending,02/28/2023,13222,
01/04/2026,2023,3,Region 5,Fentanyl,12 month-ending,03/31/2023,13233,
01/04/2026,2023,4,Region 5,Fentanyl,12 month-ending,04/30/2023,13299,
01/04/2026,2023,5,Region 5,Fentanyl,12 month-ending,05/31/2023,13336,
01/04/2026,2023,6,Region 5,Fentanyl,12 month-ending,06/30/2023,13303,
01/04/2026,2023,7,Region 5,Fentanyl,12 month-ending,07/31/2023,13206,
01/04/2026,2023,8,Region 5,Fentanyl,12 month-ending,08/31/2023,13109,
01/04/2026,2023,9,Region 5,Fentanyl,12 month-ending,09/30/2023,13020,
01/04/2026,2023,10,Region 5,Fentanyl,12 month-ending,10/31/2023,12750,
01/04/2026,2023,11,Region 5,Fentanyl,12 month-ending,11/30/2023,12447,
01/04/2026,2023,12,Region 5,Fentanyl,12 month-ending,12/31/2023,12143,
01/04/2026,2024,1,Region 5,Fentanyl,12 month-ending,01/31/2024,11791,
01/04/2026,2024,2,Region 5,Fentanyl,12 month-ending,02/29/2024,11442,
01/04/2026,2024,3,Region 5,Fentanyl,12 month-ending,03/31/2024,11024,
01/04/2026,2024,4,Region 5,Fentanyl,12 month-ending,04/30/2024,10629,
01/04/2026,2024,5,Region 5,Fentanyl,12 month-ending,05/31/2024,10189,
01/04/2026,2024,6,Region 5,Fentanyl,12 month-ending,06/30/2024,9769,
01/04/2026,2024,7,Region 5,Fentanyl,12 month-ending,07/31/2024,9338,
01/04/2026,2024,8,Region 5,Fentanyl,12 month-ending,08/31/2024,8889,
01/04/2026,2024,9,Region 5,Fentanyl,12 month-ending,09/30/2024,8437,
01/04/2026,2024,10,Region 5,Fentanyl,12 month-ending,10/31/2024,7997,
01/04/2026,2024,11,Region 5,Fentanyl,12 month-ending,11/30/2024,7596,
01/04/2026,2024,12,Region 5,Fentanyl,12 month-ending,12/31/2024,7169,
01/04/2026,2025,1,Region 5,Fentanyl,12 month-ending,01/31/2025,6846,
01/04/2026,2025,2,Region 5,Fentanyl,12 month-ending,02/28/2025,6630,
01/04/2026,2025,3,Region 5,Fentanyl,12 month-ending,03/31/2025,6392,
01/04/2026,2025,4,Region 5,Fentanyl,12 month-ending,04/30/2025,6136,
01/04/2026,2025,5,Region 5,Fentanyl,12 month-ending,05/31/2025,5895,
01/04/2026,2025,6,Region 5,Fentanyl,12 month-ending,06/30/2025,5735,
01/04/2026,2019,1,Region 6,Fentanyl,12 month-ending,01/31/2019,626,
01/04/2026,2019,2,Region 6,Fentanyl,12 month-ending,02/28/2019,652,
01/04/2026,2019,3,Region 6,Fentanyl,12 month-ending,03/31/2019,638,
01/04/2026,2019,4,Region 6,Fentanyl,12 month-ending,04/30/2019,642,
01/04/2026,2019,5,Region 6,Fentanyl,12 month-ending,05/31/2019,647,
01/04/2026,2019,6,Region 6,Fentanyl,12 month-ending,06/30/2019,650,
01/04/2026,2019,7,Region 6,Fentanyl,12 month-ending,07/31/2019,687,
01/04/2026,2019,8,Region 6,Fentanyl,12 month-ending,08/31/2019,715,
01/04/2026,2019,9,Region 6,Fentanyl,12 month-ending,09/30/2019,760,
01/04/2026,2019,10,Region 6,Fentanyl,12 month-ending,10/31/2019,822,
01/04/2026,2019,11,Region 6,Fentanyl,12 month-ending,11/30/2019,876,
01/04/2026,2019,12,Region 6,Fentanyl,12 month-ending,12/31/2019,901,
01/04/2026,2020,1,Region 6,Fentanyl,12 month-ending,01/31/2020,965,
01/04/2026,2020,2,Region 6,Fentanyl,12 month-ending,02/29/2020,1002,
01/04/2026,2020,3,Region 6,Fentanyl,12 month-ending,03/31/2020,1097,
01/04/2026,2020,4,Region 6,Fentanyl,12 month-ending,04/30/2020,1217,
01/04/2026,2020,5,Region 6,Fentanyl,12 month-ending,05/31/2020,1381,
01/04/2026,2020,6,Region 6,Fentanyl,12 month-ending,06/30/2020,1550,
01/04/2026,2020,7,Region 6,Fentanyl,12 month-ending,07/31/2020,1686,
01/04/2026,2020,8,Region 6,Fentanyl,12 month-ending,08/31/2020,1841,
01/04/2026,2020,9,Region 6,Fentanyl,12 month-ending,09/30/2020,1950,
01/04/2026,2020,10,Region 6,Fentanyl,12 month-ending,10/31/2020,2033,
01/04/2026,2020,11,Region 6,Fentanyl,12 month-ending,11/30/2020,2126,
01/04/2026,2020,12,Region 6,Fentanyl,12 month-ending,12/31/2020,2264,
01/04/2026,2021,1,Region 6,Fentanyl,12 month-ending,01/31/2021,2425,
01/04/2026,2021,2,Region 6,Fentanyl,12 month-ending,02/28/2021,2604,
01/04/2026,2021,3,Region 6,Fentanyl,12 month-ending,03/31/2021,2848,
01/04/2026,2021,4,Region 6,Fentanyl,12 month-ending,04/30/2021,3027,
01/04/2026,2021,5,Region 6,Fentanyl,12 month-ending,05/31/2021,3168,
01/04/2026,2021,6,Region 6,Fentanyl,12 month-ending,06/30/2021,3277,
01/04/2026,2021,7,Region 6,Fentanyl,12 month-ending,07/31/2021,3427,
01/04/2026,2021,8,Region 6,Fentanyl,12 month-ending,08/31/2021,3544,
01/04/2026,2021,9,Region 6,Fentanyl,12 month-ending,09/30/2021,3692,
01/04/2026,2021,10,Region 6,Fentanyl,12 month-ending,10/31/2021,3829,
01/04/2026,2021,11,Region 6,Fentanyl,12 month-ending,11/30/2021,3981,
01/04/2026,2021,12,Region 6,Fentanyl,12 month-ending,12/31/2021,4106,
01/04/2026,2022,1,Region 6,Fentanyl,12 month-ending,01/31/2022,4204,
01/04/2026,2022,2,Region 6,Fentanyl,12 month-ending,02/28/2022,4361,
01/04/2026,2022,3,Region 6,Fentanyl,12 month-ending,03/31/2022,4405,
01/04/2026,2022,4,Region 6,Fentanyl,12 month-ending,04/30/2022,4465,
01/04/2026,2022,5,Region 6,Fentanyl,12 month-ending,05/31/2022,4525,
01/04/2026,2022,6,Region 6,Fentanyl,12 month-ending,06/30/2022,4580,
01/04/2026,2022,7,Region 6,Fentanyl,12 month-ending,07/31/2022,4628,
01/04/2026,2022,8,Region 6,Fentanyl,12 month-ending,08/31/2022,4677,
01/04/2026,2022,9,Region 6,Fentanyl,12 month-ending,09/30/2022,4735,
01/04/2026,2022,10,Region 6,Fentanyl,12 month-ending,10/31/2022,4882,
01/04/2026,2022,11,Region 6,Fentanyl,12 month-ending,11/30/2022,4917,
01/04/2026,2022,12,Region 6,Fentanyl,12 month-ending,12/31/2022,5028,
01/04/2026,2023,1,Region 6,Fentanyl,12 month-ending,01/31/2023,5055,
01/04/2026,2023,2,Region 6,Fentanyl,12 month-ending,02/28/2023,5039,
01/04/2026,2023,3,Region 6,Fentanyl,12 month-ending,03/31/2023,5073,
01/04/2026,2023,4,Region 6,Fentanyl,12 month-ending,04/30/2023,5133,
01/04/2026,2023,5,Region 6,Fentanyl,12 month-ending,05/31/2023,5157,
01/04/2026,2023,6,Region 6,Fentanyl,12 month-ending,06/30/2023,5206,
01/04/2026,2023,7,Region 6,Fentanyl,12 month-ending,07/31/2023,5225,
01/04/2026,2023,8,Region 6,Fentanyl,12 month-ending,08/31/2023,5253,
01/04/2026,2023,9,Region 6,Fentanyl,12 month-ending,09/30/2023,5230,
01/04/2026,2023,10,Region 6,Fentanyl,12 month-ending,10/31/2023,5150,
01/04/2026,2023,11,Region 6,Fentanyl,12 month-ending,11/30/2023,5154,
01/04/2026,2023,12,Region 6,Fentanyl,12 month-ending,12/31/2023,5052,
01/04/2026,2024,1,Region 6,Fentanyl,12 month-ending,01/31/2024,5014,
01/04/2026,2024,2,Region 6,Fentanyl,12 month-ending,02/29/2024,4950,
01/04/2026,2024,3,Region 6,Fentanyl,12 month-ending,03/31/2024,4844,
01/04/2026,2024,4,Region 6,Fentanyl,12 month-ending,04/30/2024,4719,
01/04/2026,2024,5,Region 6,Fentanyl,12 month-ending,05/31/2024,4592,
01/04/2026,2024,6,Region 6,Fentanyl,12 month-ending,06/30/2024,4465,
01/04/2026,2024,7,Region 6,Fentanyl,12 month-ending,07/31/2024,4308,
01/04/2026,2024,8,Region 6,Fentanyl,12 month-ending,08/31/2024,4136,
01/04/2026,2024,9,Region 6,Fentanyl,12 month-ending,09/30/2024,3950,
01/04/2026,2024,10,Region 6,Fentanyl,12 month-ending,10/31/2024,3783,
01/04/2026,2024,11,Region 6,Fentanyl,12 month-ending,11/30/2024,3577,
01/04/2026,2024,12,Region 6,Fentanyl,12 month-ending,12/31/2024,3431,
01/04/2026,2025,1,Region 6,Fentanyl,12 month-ending,01/31/2025,3279,
01/04/2026,2025,2,Region 6,Fentanyl,12 month-ending,02/28/2025,3097,
01/04/2026,2025,3,Region 6,Fentanyl,12 month-ending,03/31/2025,2974,
01/04/2026,2025,4,Region 6,Fentanyl,12 month-ending,04/30/2025,2857,
01/04/2026,2025,5,Region 6,Fentanyl,12 month-ending,05/31/2025,2815,
01/04/2026,2025,6,Region 6,Fentanyl,12 month-ending,06/30/2025,2744,
01/04/2026,2019,1,Region 7,Fentanyl,12 month-ending,01/31/2019,1007,
01/04/2026,2019,2,Region 7,Fentanyl,12 month-ending,02/28/2019,1001,
01/04/2026,2019,3,Region 7,Fentanyl,12 month-ending,03/31/2019,998,
01/04/2026,2019,4,Region 7,Fentanyl,12 month-ending,04/30/2019,987,
01/04/2026,2019,5,Region 7,Fentanyl,12 month-ending,05/31/2019,985,
01/04/2026,2019,6,Region 7,Fentanyl,12 month-ending,06/30/2019,959,
01/04/2026,2019,7,Region 7,Fentanyl,12 month-ending,07/31/2019,955,
01/04/2026,2019,8,Region 7,Fentanyl,12 month-ending,08/31/2019,985,
01/04/2026,2019,9,Region 7,Fentanyl,12 month-ending,09/30/2019,1004,
01/04/2026,2019,10,Region 7,Fentanyl,12 month-ending,10/31/2019,1016,
01/04/2026,2019,11,Region 7,Fentanyl,12 month-ending,11/30/2019,1035,
01/04/2026,2019,12,Region 7,Fentanyl,12 month-ending,12/31/2019,1056,
01/04/2026,2020,1,Region 7,Fentanyl,12 month-ending,01/31/2020,1074,
01/04/2026,2020,2,Region 7,Fentanyl,12 month-ending,02/29/2020,1121,
01/04/2026,2020,3,Region 7,Fentanyl,12 month-ending,03/31/2020,1165,
01/04/2026,2020,4,Region 7,Fentanyl,12 month-ending,04/30/2020,1257,
01/04/2026,2020,5,Region 7,Fentanyl,12 month-ending,05/31/2020,1356,
01/04/2026,2020,6,Region 7,Fentanyl,12 month-ending,06/30/2020,1436,
01/04/2026,2020,7,Region 7,Fentanyl,12 month-ending,07/31/2020,1503,
01/04/2026,2020,8,Region 7,Fentanyl,12 month-ending,08/31/2020,1526,
01/04/2026,2020,9,Region 7,Fentanyl,12 month-ending,09/30/2020,1532,
01/04/2026,2020,10,Region 7,Fentanyl,12 month-ending,10/31/2020,1563,
01/04/2026,2020,11,Region 7,Fentanyl,12 month-ending,11/30/2020,1579,
01/04/2026,2020,12,Region 7,Fentanyl,12 month-ending,12/31/2020,1613,
01/04/2026,2021,1,Region 7,Fentanyl,12 month-ending,01/31/2021,1655,
01/04/2026,2021,2,Region 7,Fentanyl,12 month-ending,02/28/2021,1687,
01/04/2026,2021,3,Region 7,Fentanyl,12 month-ending,03/31/2021,1752,
01/04/2026,2021,4,Region 7,Fentanyl,12 month-ending,04/30/2021,1792,
01/04/2026,2021,5,Region 7,Fentanyl,12 month-ending,05/31/2021,1819,
01/04/2026,2021,6,Region 7,Fentanyl,12 month-ending,06/30/2021,1856,
01/04/2026,2021,7,Region 7,Fentanyl,12 month-ending,07/31/2021,1891,
01/04/2026,2021,8,Region 7,Fentanyl,12 month-ending,08/31/2021,1972,
01/04/2026,2021,9,Region 7,Fentanyl,12 month-ending,09/30/2021,2024,
01/04/2026,2021,10,Region 7,Fentanyl,12 month-ending,10/31/2021,2050,
01/04/2026,2021,11,Region 7,Fentanyl,12 month-ending,11/30/2021,2080,
01/04/2026,2021,12,Region 7,Fentanyl,12 month-ending,12/31/2021,2111,
01/04/2026,2022,1,Region 7,Fentanyl,12 month-ending,01/31/2022,2138,
01/04/2026,2022,2,Region 7,Fentanyl,12 month-ending,02/28/2022,2158,
01/04/2026,2022,3,Region 7,Fentanyl,12 month-ending,03/31/2022,2156,
01/04/2026,2022,4,Region 7,Fentanyl,12 month-ending,04/30/2022,2149,
01/04/2026,2022,5,Region 7,Fentanyl,12 month-ending,05/31/2022,2115,
01/04/2026,2022,6,Region 7,Fentanyl,12 month-ending,06/30/2022,2123,
01/04/2026,2022,7,Region 7,Fentanyl,12 month-ending,07/31/2022,2121,
01/04/2026,2022,8,Region 7,Fentanyl,12 month-ending,08/31/2022,2105,
01/04/2026,2022,9,Region 7,Fentanyl,12 month-ending,09/30/2022,2125,
01/04/2026,2022,10,Region 7,Fentanyl,12 month-ending,10/31/2022,2145,
01/04/2026,2022,11,Region 7,Fentanyl,12 month-ending,11/30/2022,2187,
01/04/2026,2022,12,Region 7,Fentanyl,12 month-ending,12/31/2022,2200,
01/04/2026,2023,1,Region 7,Fentanyl,12 month-ending,01/31/2023,2213,
01/04/2026,2023,2,Region 7,Fentanyl,12 month-ending,02/28/2023,2205,
01/04/2026,2023,3,Region 7,Fentanyl,12 month-ending,03/31/2023,2237,
01/04/2026,2023,4,Region 7,Fentanyl,12 month-ending,04/30/2023,2225,
01/04/2026,2023,5,Region 7,Fentanyl,12 month-ending,05/31/2023,2221,
01/04/2026,2023,6,Region 7,Fentanyl,12 month-ending,06/30/2023,2194,
01/04/2026,2023,7,Region 7,Fentanyl,12 month-ending,07/31/2023,2167,
01/04/2026,2023,8,Region 7,Fentanyl,12 month-ending,08/31/2023,2135,
01/04/2026,2023,9,Region 7,Fentanyl,12 month-ending,09/30/2023,2097,
01/04/2026,2023,10,Region 7,Fentanyl,12 month-ending,10/31/2023,2070,
01/04/2026,2023,11,Region 7,Fentanyl,12 month-ending,11/30/2023,2022,
01/04/2026,2023,12,Region 7,Fentanyl,12 month-ending,12/31/2023,1966,
01/04/2026,2024,1,Region 7,Fentanyl,12 month-ending,01/31/2024,1916,
01/04/2026,2024,2,Region 7,Fentanyl,12 month-ending,02/29/2024,1892,
01/04/2026,2024,3,Region 7,Fentanyl,12 month-ending,03/31/2024,1802,
01/04/2026,2024,4,Region 7,Fentanyl,12 month-ending,04/30/2024,1749,
01/04/2026,2024,5,Region 7,Fentanyl,12 month-ending,05/31/2024,1693,
01/04/2026,2024,6,Region 7,Fentanyl,12 month-ending,06/30/2024,1640,
01/04/2026,2024,7,Region 7,Fentanyl,12 month-ending,07/31/2024,1585,
01/04/2026,2024,8,Region 7,Fentanyl,12 month-ending,08/31/2024,1505,
01/04/2026,2024,9,Region 7,Fentanyl,12 month-ending,09/30/2024,1430,
01/04/2026,2024,10,Region 7,Fentanyl,12 month-ending,10/31/2024,1351,
01/04/2026,2024,11,Region 7,Fentanyl,12 month-ending,11/30/2024,1295,
01/04/2026,2024,12,Region 7,Fentanyl,12 month-ending,12/31/2024,1268,
01/04/2026,2025,1,Region 7,Fentanyl,12 month-ending,01/31/2025,1225,
01/04/2026,2025,2,Region 7,Fentanyl,12 month-ending,02/28/2025,1178,
01/04/2026,2025,3,Region 7,Fentanyl,12 month-ending,03/31/2025,1145,
01/04/2026,2025,4,Region 7,Fentanyl,12 month-ending,04/30/2025,1103,
01/04/2026,2025,5,Region 7,Fentanyl,12 month-ending,05/31/2025,1068,
01/04/2026,2025,6,Region 7,Fentanyl,12 month-ending,06/30/2025,1049,
01/04/2026,2019,1,Region 8,Fentanyl,12 month-ending,01/31/2019,200,
01/04/2026,2019,2,Region 8,Fentanyl,12 month-ending,02/28/2019,213,
01/04/2026,2019,3,Region 8,Fentanyl,12 month-ending,03/31/2019,215,
01/04/2026,2019,4,Region 8,Fentanyl,12 month-ending,04/30/2019,231,
01/04/2026,2019,5,Region 8,Fentanyl,12 month-ending,05/31/2019,230,
01/04/2026,2019,6,Region 8,Fentanyl,12 month-ending,06/30/2019,234,
01/04/2026,2019,7,Region 8,Fentanyl,12 month-ending,07/31/2019,256,
01/04/2026,2019,8,Region 8,Fentanyl,12 month-ending,08/31/2019,277,
01/04/2026,2019,9,Region 8,Fentanyl,12 month-ending,09/30/2019,287,
01/04/2026,2019,10,Region 8,Fentanyl,12 month-ending,10/31/2019,296,
01/04/2026,2019,11,Region 8,Fentanyl,12 month-ending,11/30/2019,312,
01/04/2026,2019,12,Region 8,Fentanyl,12 month-ending,12/31/2019,352,
01/04/2026,2020,1,Region 8,Fentanyl,12 month-ending,01/31/2020,373,
01/04/2026,2020,2,Region 8,Fentanyl,12 month-ending,02/29/2020,406,
01/04/2026,2020,3,Region 8,Fentanyl,12 month-ending,03/31/2020,435,
01/04/2026,2020,4,Region 8,Fentanyl,12 month-ending,04/30/2020,476,
01/04/2026,2020,5,Region 8,Fentanyl,12 month-ending,05/31/2020,537,
01/04/2026,2020,6,Region 8,Fentanyl,12 month-ending,06/30/2020,577,
01/04/2026,2020,7,Region 8,Fentanyl,12 month-ending,07/31/2020,620,
01/04/2026,2020,8,Region 8,Fentanyl,12 month-ending,08/31/2020,668,
01/04/2026,2020,9,Region 8,Fentanyl,12 month-ending,09/30/2020,715,
01/04/2026,2020,10,Region 8,Fentanyl,12 month-ending,10/31/2020,745,
01/04/2026,2020,11,Region 8,Fentanyl,12 month-ending,11/30/2020,777,
01/04/2026,2020,12,Region 8,Fentanyl,12 month-ending,12/31/2020,786,
01/04/2026,2021,1,Region 8,Fentanyl,12 month-ending,01/31/2021,829,
01/04/2026,2021,2,Region 8,Fentanyl,12 month-ending,02/28/2021,844,
01/04/2026,2021,3,Region 8,Fentanyl,12 month-ending,03/31/2021,880,
01/04/2026,2021,4,Region 8,Fentanyl,12 month-ending,04/30/2021,925,
01/04/2026,2021,5,Region 8,Fentanyl,12 month-ending,05/31/2021,957,
01/04/2026,2021,6,Region 8,Fentanyl,12 month-ending,06/30/2021,1017,
01/04/2026,2021,7,Region 8,Fentanyl,12 month-ending,07/31/2021,1060,
01/04/2026,2021,8,Region 8,Fentanyl,12 month-ending,08/31/2021,1112,
01/04/2026,2021,9,Region 8,Fentanyl,12 month-ending,09/30/2021,1178,
01/04/2026,2021,10,Region 8,Fentanyl,12 month-ending,10/31/2021,1212,
01/04/2026,2021,11,Region 8,Fentanyl,12 month-ending,11/30/2021,1259,
01/04/2026,2021,12,Region 8,Fentanyl,12 month-ending,12/31/2021,1313,
01/04/2026,2022,1,Region 8,Fentanyl,12 month-ending,01/31/2022,1357,
01/04/2026,2022,2,Region 8,Fentanyl,12 month-ending,02/28/2022,1401,
01/04/2026,2022,3,Region 8,Fentanyl,12 month-ending,03/31/2022,1430,
01/04/2026,2022,4,Region 8,Fentanyl,12 month-ending,04/30/2022,1415,
01/04/2026,2022,5,Region 8,Fentanyl,12 month-ending,05/31/2022,1415,
01/04/2026,2022,6,Region 8,Fentanyl,12 month-ending,06/30/2022,1378,
01/04/2026,2022,7,Region 8,Fentanyl,12 month-ending,07/31/2022,1375,
01/04/2026,2022,8,Region 8,Fentanyl,12 month-ending,08/31/2022,1349,
01/04/2026,2022,9,Region 8,Fentanyl,12 month-ending,09/30/2022,1334,
01/04/2026,2022,10,Region 8,Fentanyl,12 month-ending,10/31/2022,1356,
01/04/2026,2022,11,Region 8,Fentanyl,12 month-ending,11/30/2022,1377,
01/04/2026,2022,12,Region 8,Fentanyl,12 month-ending,12/31/2022,1411,
01/04/2026,2023,1,Region 8,Fentanyl,12 month-ending,01/31/2023,1430,
01/04/2026,2023,2,Region 8,Fentanyl,12 month-ending,02/28/2023,1453,
01/04/2026,2023,3,Region 8,Fentanyl,12 month-ending,03/31/2023,1469,
01/04/2026,2023,4,Region 8,Fentanyl,12 month-ending,04/30/2023,1520,
01/04/2026,2023,5,Region 8,Fentanyl,12 month-ending,05/31/2023,1568,
01/04/2026,2023,6,Region 8,Fentanyl,12 month-ending,06/30/2023,1648,
01/04/2026,2023,7,Region 8,Fentanyl,12 month-ending,07/31/2023,1672,
01/04/2026,2023,8,Region 8,Fentanyl,12 month-ending,08/31/2023,1693,
01/04/2026,2023,9,Region 8,Fentanyl,12 month-ending,09/30/2023,1695,
01/04/2026,2023,10,Region 8,Fentanyl,12 month-ending,10/31/2023,1711,
01/04/2026,2023,11,Region 8,Fentanyl,12 month-ending,11/30/2023,1738,
01/04/2026,2023,12,Region 8,Fentanyl,12 month-ending,12/31/2023,1708,
01/04/2026,2024,1,Region 8,Fentanyl,12 month-ending,01/31/2024,1672,
01/04/2026,2024,2,Region 8,Fentanyl,12 month-ending,02/29/2024,1646,
01/04/2026,2024,3,Region 8,Fentanyl,12 month-ending,03/31/2024,1654,
01/04/2026,2024,4,Region 8,Fentanyl,12 month-ending,04/30/2024,1627,
01/04/2026,2024,5,Region 8,Fentanyl,12 month-ending,05/31/2024,1598,
01/04/2026,2024,6,Region 8,Fentanyl,12 month-ending,06/30/2024,1545,
01/04/2026,2024,7,Region 8,Fentanyl,12 month-ending,07/31/2024,1513,
01/04/2026,2024,8,Region 8,Fentanyl,12 month-ending,08/31/2024,1447,
01/04/2026,2024,9,Region 8,Fentanyl,12 month-ending,09/30/2024,1378,
01/04/2026,2024,10,Region 8,Fentanyl,12 month-ending,10/31/2024,1325,
01/04/2026,2024,11,Region 8,Fentanyl,12 month-ending,11/30/2024,1254,
01/04/2026,2024,12,Region 8,Fentanyl,12 month-ending,12/31/2024,1245,
01/04/2026,2025,1,Region 8,Fentanyl,12 month-ending,01/31/2025,1240,
01/04/2026,2025,2,Region 8,Fentanyl,12 month-ending,02/28/2025,1231,
01/04/2026,2025,3,Region 8,Fentanyl,12 month-ending,03/31/2025,1253,
01/04/2026,2025,4,Region 8,Fentanyl,12 month-ending,04/30/2025,1270,
01/04/2026,2025,5,Region 8,Fentanyl,12 month-ending,05/31/2025,1279,
01/04/2026,2025,6,Region 8,Fentanyl,12 month-ending,06/30/2025,1282,
01/04/2026,2019,1,Region 9,Fentanyl,12 month-ending,01/31/2019,1440,
01/04/2026,2019,2,Region 9,Fentanyl,12 month-ending,02/28/2019,1480,
01/04/2026,2019,3,Region 9,Fentanyl,12 month-ending,03/31/2019,1551,
01/04/2026,2019,4,Region 9,Fentanyl,12 month-ending,04/30/2019,1635,
01/04/2026,2019,5,Region 9,Fentanyl,12 month-ending,05/31/2019,1726,
01/04/2026,2019,6,Region 9,Fentanyl,12 month-ending,06/30/2019,1793,
01/04/2026,2019,7,Region 9,Fentanyl,12 month-ending,07/31/2019,1924,
